54, 1001
Walter, Paul J.
St. Edward's University
iMet-4 RSB Radiosonde
TRACER-Sonde
1, 1
2022, 08, 26, 2023, 09, 05
1
Index_number, number, time elapsed in seconds since launch
21
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999
Seconds_UTC, seconds, startseconds_of_day_since_00:00:00_UTC
Pressure_hPa, hPa, Met_StaticPressure_InSitu_None
Altitude_km, km, Platform_GeopotentialAltitude_InSitu_None
Temp_degC, degC, Met_StaticTemperature_InSitu_None
RawTemp_degC, degC, Met_RawStaticTemperature_InSitu_None
Theta_K, K, Met_StaticPotentialTemperature_InSitu_None
RH_percent, percent, Met_RelativeHumidityWater_InSitu_None
Frostpoint_degC, degC, Met_RelativeStaticFrostPoint_InSitu_None
InternalTemp_degC, degC,  Platform_RadiosondeInternalTemperature_InSitu_None
Ozonecurrent_uA, uA, Gas_O3_InSitu_S_Current
Ozone_mPa, mPa, Gas_O3_InSitu_S_PartialPressure
Ozone_ppbv, ppbv, Gas_O3_InSitu_S_AVMR
Ozone_Col_DU, DU, Gas_O3_VertCol_S_CNDAMB, Ozone column amount in Dobson Units
PumpTemp_degC, degC, Platform_PumpStaticTemperature_InSitu_None
OzoneBattery_V, V,  Platform_OzonesondeBattery_InSitu_None
PumpCurrent_mA, mA,  Platform_PumpCurrent_InSitu_None
Latitude_deg, deg, Platform_Latitude_InSitu_None
Longitude_deg, deg, Platform_Longitude_InSitu_None
GPSAltitude_km, km, Platform_GPSAltitude_InSitu_None
WindSpeed_mps, mps, Met_WindSpeed_InSitu_None
WindDirection_deg, deg, Met_WindDirection_InSitu_None
0
19
PI_CONTACT_INFO: Paul Walter (St. Edward's University, email: pauljw@stedwards.edu)
PLATFORM: La Porte, TX 
LOCATION: 29.670, -95.059, 7 m altitude AMSL
ASSOCIATED_DATA: N/A
INSTRUMENT_INFO: radiosonde = iMet Radiosonde
DATA_INFO: All data 1 Hz interval; Launch time [UTC] = 15:06:58
UNCERTAINTY: N/A for ozone; see iMet-4 radiosonde technical data sheet
ULOD_FLAG: -77777
ULOD_VALUE: N/A
LLOD_FLAG: -88888
LLOD_VALUE: N/A
DM_CONTACT_INFO: Paul Walter (St. Edward's University, phone: 512-364-3158, email: pauljw@stedwards.edu)
PROJECT_INFO: TRACER-Sonde: O3 as a tracer for convective mixing; https://www.arm.gov/research/campaigns/amf2022tracero3https://www.arm.gov/research/campaigns/amf2021tracer
STIPULATIONS_ON_USE:  Please consult PI prior to use/publication, and ensure the data have not been updated since your download.  Use of data should include an offer of co-authorship on any manuscript to the PI, DM, and James Flynn (jhflynn@central.uh.edu). 
OTHER_COMMENTS: This is a radiosonde only profile. There is no ozone data.  The data related to ozone fields are flagged as -99999 to keep the file structure the same as the ozonesonde data files. 
REVISION: R1
R1: Corrects header
R0: Final data submission
Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, RawTemp_degC, Theta_K, RH_percent, Frostpoint_degC, InternalTemp_degC, Ozonecurrent_uA, Ozone_mPa, Ozone_ppbv, Ozone_Col_DU, PumpTemp_degC, OzoneBattery_V, PumpCurrent_mA, Latitude_deg, Longitude_deg, GPSAltitude_km, WindSpeed_mps, WindDirection_deg
   0, 54418,   1015.05,      0.0091,     29.50,     29.58,    301.3611,     62.9,     21.69,     35.87, -99999.000, -99999.0000, -99999.0, -99999.0000, -99999.00, -99999.0, -99999.0,     29.6700,    -95.0592,      0.001, -99999.00, -99999.00
   1, 54419,   1015.04,      0.0092,     29.75,     29.83,    301.6108,     63.4,     22.05,     35.88, -99999.000, -99999.0000, -99999.0, -99999.0000, -99999.00, -99999.0, -99999.0,     29.6700,    -95.0592,      0.001, -99999.00, -99999.00
   2, 54420,   1015.03,      0.0093,     29.75,     29.83,    301.6117,     63.1,     21.97,     35.90, -99999.000, -99999.0000, -99999.0, -99999.0000, -99999.00, -99999.0, -99999.0,     29.6700,    -95.0592,      0.001, -99999.00, -99999.00
   3, 54421,   1015.04,      0.0092,     29.69,     29.77,    301.5511,     62.7,     21.81,     35.91, -99999.000, -99999.0000, -99999.0, -99999.0000, -99999.00, -99999.0, -99999.0,     29.6700,    -95.0592,      0.000, -99999.00, -99999.00
   4, 54422,   1015.06,      0.0090,     29.47,     29.55,    301.3303,     61.6,     21.32,     35.92, -99999.000, -99999.0000, -99999.0, -99999.0000, -99999.00, -99999.0, -99999.0,     29.6700,    -95.0592,      0.000, -99999.00, -99999.00
   5, 54423,   1015.04,      0.0092,     29.32,     29.40,    301.1827,     61.5,     21.15,     35.93, -99999.000, -99999.0000, -99999.0, -99999.0000, -99999.00, -99999.0, -99999.0,     29.6700,    -95.0592,      0.000, -99999.00, -99999.00
   6, 54424,   1015.04,      0.0092,     29.16,     29.24,    301.0233,     60.9,     20.84,     35.95, -99999.000, -99999.0000, -99999.0, -99999.0000, -99999.00, -99999.0, -99999.0,     29.6700,    -95.0592,      0.000, -99999.00, -99999.00
   7, 54425,   1015.04,      0.0092,     28.99,     29.07,    300.8541,     60.4,     20.55,     35.96, -99999.000, -99999.0000, -99999.0, -99999.0000, -99999.00, -99999.0, -99999.0,     29.6700,    -95.0592,      0.000, -99999.00, -99999.00
   8, 54426,   1015.04,      0.0092,     28.89,     28.97,    300.7545,     60.1,     20.37,     35.97, -99999.000, -99999.0000, -99999.0, -99999.0000, -99999.00, -99999.0, -99999.0,     29.6700,    -95.0592,      0.000, -99999.00, -99999.00
   9, 54427,   1015.04,      0.0092,     28.85,     28.93,    300.7147,     59.9,     20.28,     35.98, -99999.000, -99999.0000, -99999.0, -99999.0000, -99999.00, -99999.0, -99999.0,     29.6700,    -95.0592,      0.000, -99999.00, -99999.00
  10, 54428,   1015.04,      0.0092,     28.89,     28.97,    300.7545,     59.9,     20.32,     36.00, -99999.000, -99999.0000, -99999.0, -99999.0000, -99999.00, -99999.0, -99999.0,     29.6700,    -95.0592,      0.000, -99999.00, -99999.00
  11, 54429,   1015.04,      0.0092,     28.92,     29.00,    300.7844,     59.8,     20.32,     36.01, -99999.000, -99999.0000, -99999.0, -99999.0000, -99999.00, -99999.0, -99999.0,     29.6700,    -95.0592,      0.000, -99999.00, -99999.00
  12, 54430,   1015.04,      0.0092,     28.88,     28.96,    300.7445,     59.8,     20.28,     36.02, -99999.000, -99999.0000, -99999.0, -99999.0000, -99999.00, -99999.0, -99999.0,     29.6700,    -95.0592,      0.000, -99999.00, -99999.00
