54, 1001
Walter, Paul J.
St. Edward's University
Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-4 RSB Radiosondes
TRACER-Sonde
1, 1
2022, 08, 04, 2023, 09, 05
1
Index_number, number, time elapsed in seconds since launch
21
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999
Seconds_UTC, seconds, startseconds_of_day_since_00:00:00_UTC
Pressure_hPa, hPa, Met_StaticPressure_InSitu_None
Altitude_km, km, Platform_GeopotentialAltitude_InSitu_None
Temp_degC, degC, Met_StaticTemperature_InSitu_None
RawTemp_degC, degC, Met_RawStaticTemperature_InSitu_None
Theta_K, K, Met_StaticPotentialTemperature_InSitu_None
RH_percent, percent, Met_RelativeHumidityWater_InSitu_None
Frostpoint_degC, degC, Met_RelativeStaticFrostPoint_InSitu_None
InternalTemp_degC, degC,  Platform_RadiosondeInternalTemperature_InSitu_None
Ozonecurrent_uA, uA, Gas_O3_InSitu_S_Current
Ozone_mPa, mPa, Gas_O3_InSitu_S_PartialPressure
Ozone_ppbv, ppbv, Gas_O3_InSitu_S_AVMR
Ozone_Col_DU, DU, Gas_O3_VertCol_S_CNDAMB, Ozone column amount in Dobson Units
PumpTemp_degC, degC, Platform_PumpStaticTemperature_InSitu_None
OzoneBattery_V, V,  Platform_OzonesondeBattery_InSitu_None
PumpCurrent_mA, mA,  Platform_PumpCurrent_InSitu_None
Latitude_deg, deg, Platform_Latitude_InSitu_None
Longitude_deg, deg, Platform_Longitude_InSitu_None
GPSAltitude_km, km, Platform_GPSAltitude_InSitu_None
WindSpeed_mps, mps, Met_WindSpeed_InSitu_None
WindDirection_deg, deg, Met_WindDirection_InSitu_None
0
19
PI_CONTACT_INFO: Paul Walter (St. Edward's University, email: pauljw@stedwards.edu)
PLATFORM: La Porte, TX 
LOCATION: 29.670, -95.059, 7 m altitude AMSL
ASSOCIATED_DATA: N/A
INSTRUMENT_INFO: radiosonde = iMet Radiosonde 60014, ozonesonde = 2Z39667 ECC En-Sci, 0.5% KI half buffer solutions with 5ATBMT pump corrections
DATA_INFO: All data 1 Hz interval; Launch time [UTC] = 15:14:41
UNCERTAINTY:  ~5-10% in troposphere, ~5% in stratosphere, see Witte et al., (2018, JGR) for more details
ULOD_FLAG: -77777
ULOD_VALUE: N/A
LLOD_FLAG: -88888
LLOD_VALUE: N/A
DM_CONTACT_INFO: Paul Walter (St. Edward's University, phone: 512-364-3158, email: pauljw@stedwards.edu)
PROJECT_INFO: TRACER-Sonde: O3 as a tracer for convective mixing; https://www.arm.gov/research/campaigns/amf2022tracero3https://www.arm.gov/research/campaigns/amf2021tracer
STIPULATIONS_ON_USE:  Please consult PI prior to use/publication, and ensure the data have not been updated since your download.  Use of data should include an offer of co-authorship on any manuscript to the PI, DM, and James Flynn (jhflynn@central.uh.edu). 
OTHER_COMMENTS:
REVISION: R1
R1: Corrects header to list the ozone mixing ratio having units of ppbv.
R0: Final data submission
Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, RawTemp_degC, Theta_K, RH_percent, Frostpoint_degC, InternalTemp_degC, Ozonecurrent_uA, Ozone_mPa, Ozone_ppbv, Ozone_Col_DU, PumpTemp_degC, OzoneBattery_V, PumpCurrent_mA, Latitude_deg, Longitude_deg, GPSAltitude_km, WindSpeed_mps, WindDirection_deg
   0, 54881,   1015.41,      0.0107,     31.97,     32.06,    303.7898,     59.8,     23.18,     35.09,      0.489,      2.1018,     20.7,      0.0000,     34.86,     16.8,     98.0,     29.6700,    -95.0591,      0.010, -99999.00, -99999.00
   1, 54882,   1015.40,      0.0108,     31.97,     32.06,    303.7906,     59.2,     23.01,     35.10,      0.488,      2.0975,     20.7,      0.0000,     34.86,     16.8,     98.0,     29.6700,    -95.0591,      0.010, -99999.00, -99999.00
   2, 54883,   1015.41,      0.0107,     31.89,     31.98,    303.7101,     58.7,     22.80,     35.11,      0.489,      2.1022,     20.7,      0.0000,     34.91,     16.8,     98.0,     29.6700,    -95.0591,      0.010, -99999.00, -99999.00
   3, 54884,   1015.41,      0.0107,     31.91,     32.00,    303.7300,     58.5,     22.76,     35.13,      0.488,      2.0983,     20.7,      0.0000,     34.97,     16.8,     98.0,     29.6700,    -95.0591,      0.010, -99999.00, -99999.00
   4, 54885,   1015.37,      0.0111,     32.00,     32.09,    303.8230,     58.5,     22.84,     35.14,      0.487,      2.0941,     20.6,     -0.0018,     34.98,     16.8,     98.0,     29.6700,    -95.0591,      0.009, -99999.00, -99999.00
   5, 54886,   1015.40,      0.0108,     32.04,     32.13,    303.8603,     58.2,     22.80,     35.15,      0.490,      2.1070,     20.7,      0.0000,     34.98,     16.8,     98.0,     29.6700,    -95.0591,      0.010, -99999.00, -99999.00
   6, 54887,   1015.40,      0.0108,     32.13,     32.22,    303.9499,     58.1,     22.85,     35.16,      0.486,      2.0898,     20.6,      0.0000,     34.98,     16.8,     98.0,     29.6700,    -95.0591,      0.010, -99999.00, -99999.00
   7, 54888,   1015.39,      0.0109,     32.21,     32.30,    304.0304,     58.1,     22.93,     35.17,      0.487,      2.0941,     20.6,      0.0000,     34.98,     16.8,     98.0,     29.6700,    -95.0590,      0.010, -99999.00, -99999.00
   8, 54889,   1015.45,      0.0104,     31.88,     31.97,    303.6967,     57.5,     22.45,     35.18,      0.486,      2.0898,     20.6,      0.0000,     34.98,     16.8,     98.0,     29.6700,    -95.0590,      0.010, -99999.00, -99999.00
   9, 54890,   1015.45,      0.0104,     31.59,     31.68,    303.4080,     57.3,     22.12,     35.19,      0.489,      2.1027,     20.7,      0.0000,     34.98,     16.8,     98.0,     29.6700,    -95.0590,      0.010, -99999.00, -99999.00
  10, 54891,   1015.43,      0.0105,     31.46,     31.55,    303.2803,     57.4,     22.03,     35.20,      0.486,      2.0898,     20.6,      0.0000,     34.98,     16.8,     97.0,     29.6700,    -95.0590,      0.010, -99999.00, -99999.00
  11, 54892,   1015.44,      0.0104,     31.52,     31.61,    303.3392,     57.9,     22.23,     35.21,      0.490,      2.1070,     20.7,      0.0000,     34.98,     16.8,     97.0,     29.6700,    -95.0590,      0.010, -99999.00, -99999.00
  12, 54893,   1015.42,      0.0106,     31.68,     31.77,    303.5002,     58.3,     22.49,     35.22,      0.492,      2.1155,     20.8,      0.0000,     34.98,     16.8,     97.0,     29.6700,    -95.0590,      0.010, -99999.00, -99999.00
  13, 54894,   1015.42,      0.0106,     31.66,     31.75,    303.4803,     58.3,     22.47,     35.23,      0.491,      2.1112,     20.8,     -0.0019,     34.98,     16.8,     97.0,     29.6700,    -95.0590,      0.009, -99999.00, -99999.00
  14, 54895,   1015.42,      0.0106,     31.61,     31.70,    303.4305,     58.2,     22.39,     35.24,      0.488,      2.0984,     20.7,     -0.0019,     34.98,     16.8,     97.0,     29.6700,    -95.0590,      0.009, -99999.00, -99999.00
