54, 1001
Walter, Paul J.
St. Edward's University
Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-4 RSB Radiosondes
TRACER-Sonde
1, 1
2022, 09, 06, 2023, 09, 05
1
Index_number, number, time elapsed in seconds since launch
21
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999
Seconds_UTC, seconds, startseconds_of_day_since_00:00:00_UTC
Pressure_hPa, hPa, Met_StaticPressure_InSitu_None
Altitude_km, km, Platform_GeopotentialAltitude_InSitu_None
Temp_degC, degC, Met_StaticTemperature_InSitu_None
RawTemp_degC, degC, Met_RawStaticTemperature_InSitu_None
Theta_K, K, Met_StaticPotentialTemperature_InSitu_None
RH_percent, percent, Met_RelativeHumidityWater_InSitu_None
Frostpoint_degC, degC, Met_RelativeStaticFrostPoint_InSitu_None
InternalTemp_degC, degC,  Platform_RadiosondeInternalTemperature_InSitu_None
Ozonecurrent_uA, uA, Gas_O3_InSitu_S_Current
Ozone_mPa, mPa, Gas_O3_InSitu_S_PartialPressure
Ozone_ppbv, ppbv, Gas_O3_InSitu_S_AVMR
Ozone_Col_DU, DU, Gas_O3_VertCol_S_CNDAMB, Ozone column amount in Dobson Units
PumpTemp_degC, degC, Platform_PumpStaticTemperature_InSitu_None
OzoneBattery_V, V,  Platform_OzonesondeBattery_InSitu_None
PumpCurrent_mA, mA,  Platform_PumpCurrent_InSitu_None
Latitude_deg, deg, Platform_Latitude_InSitu_None
Longitude_deg, deg, Platform_Longitude_InSitu_None
GPSAltitude_km, km, Platform_GPSAltitude_InSitu_None
WindSpeed_mps, mps, Met_WindSpeed_InSitu_None
WindDirection_deg, deg, Met_WindDirection_InSitu_None
0
19
PI_CONTACT_INFO: Paul Walter (St. Edward's University, email: pauljw@stedwards.edu)
PLATFORM: La Porte, TX 
LOCATION: 29.670, -95.059, 7 m altitude AMSL
ASSOCIATED_DATA: N/A
INSTRUMENT_INFO: radiosonde = iMet Radiosonde 58048, ozonesonde = 2Z39635 ECC En-Sci, 0.5% KI half buffer solutions with 5ATBMT pump corrections
DATA_INFO: All data 1 Hz interval; Launch time [UTC] = 11:15:00
UNCERTAINTY:  ~5-10% in troposphere, ~5% in stratosphere, see Witte et al., (2018, JGR) for more details
ULOD_FLAG: -77777
ULOD_VALUE: N/A
LLOD_FLAG: -88888
LLOD_VALUE: N/A
DM_CONTACT_INFO: Paul Walter (St. Edward's University, phone: 512-364-3158, email: pauljw@stedwards.edu)
PROJECT_INFO: TRACER-Sonde: O3 as a tracer for convective mixing; https://www.arm.gov/research/campaigns/amf2022tracero3https://www.arm.gov/research/campaigns/amf2021tracer
STIPULATIONS_ON_USE:  Please consult PI prior to use/publication, and ensure the data have not been updated since your download.  Use of data should include an offer of co-authorship on any manuscript to the PI, DM, and James Flynn (jhflynn@central.uh.edu). 
OTHER_COMMENTS:
REVISION: R1
R1: Corrects header to list the ozone mixing ratio having units of ppbv.
R0: Final data submission
Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, RawTemp_degC, Theta_K, RH_percent, Frostpoint_degC, InternalTemp_degC, Ozonecurrent_uA, Ozone_mPa, Ozone_ppbv, Ozone_Col_DU, PumpTemp_degC, OzoneBattery_V, PumpCurrent_mA, Latitude_deg, Longitude_deg, GPSAltitude_km, WindSpeed_mps, WindDirection_deg
   0, 40500,   1016.81,      0.0054,     21.58,     21.58,    293.3296,     94.1,     20.59,     31.34,      0.078,      0.3059,      3.0,      0.0000,     25.91,     17.5,     74.0,     29.6700,    -95.0592,      0.007, -99999.00, -99999.00
   1, 40501,   1016.82,      0.0053,     21.55,     21.55,    293.2989,     94.1,     20.56,     31.34,      0.078,      0.3059,      3.0,      0.0003,     25.91,     17.5,     74.0,     29.6700,    -95.0592,      0.008, -99999.00, -99999.00
   2, 40502,   1016.82,      0.0053,     21.57,     21.57,    293.3188,     94.2,     20.60,     31.34,      0.078,      0.3060,      3.0,      0.0000,     26.00,     17.4,     74.0,     29.6700,    -95.0592,      0.007, -99999.00, -99999.00
   3, 40503,   1016.84,      0.0051,     21.56,     21.56,    293.3072,     94.2,     20.59,     31.34,      0.078,      0.3060,      3.0,      0.0003,     26.01,     17.4,     74.0,     29.6700,    -95.0592,      0.008, -99999.00, -99999.00
   4, 40504,   1016.83,      0.0052,     21.50,     21.50,    293.2483,     94.2,     20.53,     31.33,      0.078,      0.3060,      3.0,      0.0003,     26.01,     17.4,     74.0,     29.6700,    -95.0592,      0.008, -99999.00, -99999.00
   5, 40505,   1016.81,      0.0054,     21.57,     21.57,    293.3196,     94.3,     20.61,     31.33,      0.078,      0.3060,      3.0,      0.0003,     26.01,     17.4,     74.0,     29.6700,    -95.0592,      0.008, -99999.00, -99999.00
   6, 40506,   1016.84,      0.0051,     21.57,     21.57,    293.3171,     94.3,     20.61,     31.33,      0.078,      0.3060,      3.0,      0.0003,     26.02,     17.4,     74.0,     29.6700,    -95.0592,      0.008, -99999.00, -99999.00
   7, 40507,   1016.82,      0.0053,     21.62,     21.62,    293.3685,     94.2,     20.65,     31.33,      0.078,      0.3061,      3.0,      0.0003,     26.10,     17.4,     74.0,     29.6700,    -95.0592,      0.008, -99999.00, -99999.00
   8, 40508,   1016.81,      0.0054,     21.66,     21.66,    293.4092,     94.2,     20.69,     31.33,      0.078,      0.3061,      3.0,      0.0003,     26.12,     17.4,     74.0,     29.6700,    -95.0592,      0.008, -99999.00, -99999.00
   9, 40509,   1016.82,      0.0053,     21.74,     21.74,    293.4880,     94.2,     20.77,     31.33,      0.078,      0.3061,      3.0,      0.0006,     26.12,     17.4,     74.0,     29.6700,    -95.0592,      0.009, -99999.00, -99999.00
  10, 40510,   1016.82,      0.0053,     21.84,     21.84,    293.5875,     94.2,     20.86,     31.33,      0.078,      0.3061,      3.0,      0.0003,     26.12,     17.4,     74.0,     29.6700,    -95.0592,      0.008, -99999.00, -99999.00
  11, 40511,   1016.79,      0.0055,     21.88,     21.88,    293.6298,     94.3,     20.92,     31.33,      0.078,      0.3061,      3.0,      0.0003,     26.12,     17.4,     74.0,     29.6700,    -95.0592,      0.008, -99999.00, -99999.00
  12, 40512,   1016.79,      0.0055,     22.00,     22.00,    293.7492,     94.4,     21.06,     31.33,      0.078,      0.3061,      3.0,      0.0003,     26.15,     17.4,     74.0,     29.6700,    -95.0592,      0.008, -99999.00, -99999.00
  13, 40513,   1016.79,      0.0055,     22.01,     22.01,    293.7592,     94.4,     21.07,     31.33,      0.078,      0.3062,      3.0,      0.0003,     26.22,     17.4,     74.0,     29.6700,    -95.0592,      0.008, -99999.00, -99999.00
  14, 40514,   1016.81,      0.0054,     22.00,     22.00,    293.7476,     94.2,     21.02,     31.32,      0.078,      0.3062,      3.0,      0.0003,     26.22,     17.4,     74.0,     29.6700,    -95.0592,      0.008, -99999.00, -99999.00
