54, 1001
Walter, Paul J.
St. Edward's University
Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-4 RSB Radiosondes
TRACER-Sonde
1, 1
2022, 09, 11, 2023, 09, 05
1
Index_number, number, time elapsed in seconds since launch
21
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999
Seconds_UTC, seconds, startseconds_of_day_since_00:00:00_UTC
Pressure_hPa, hPa, Met_StaticPressure_InSitu_None
Altitude_km, km, Platform_GeopotentialAltitude_InSitu_None
Temp_degC, degC, Met_StaticTemperature_InSitu_None
RawTemp_degC, degC, Met_RawStaticTemperature_InSitu_None
Theta_K, K, Met_StaticPotentialTemperature_InSitu_None
RH_percent, percent, Met_RelativeHumidityWater_InSitu_None
Frostpoint_degC, degC, Met_RelativeStaticFrostPoint_InSitu_None
InternalTemp_degC, degC,  Platform_RadiosondeInternalTemperature_InSitu_None
Ozonecurrent_uA, uA, Gas_O3_InSitu_S_Current
Ozone_mPa, mPa, Gas_O3_InSitu_S_PartialPressure
Ozone_ppbv, ppbv, Gas_O3_InSitu_S_AVMR
Ozone_Col_DU, DU, Gas_O3_VertCol_S_CNDAMB, Ozone column amount in Dobson Units
PumpTemp_degC, degC, Platform_PumpStaticTemperature_InSitu_None
OzoneBattery_V, V,  Platform_OzonesondeBattery_InSitu_None
PumpCurrent_mA, mA,  Platform_PumpCurrent_InSitu_None
Latitude_deg, deg, Platform_Latitude_InSitu_None
Longitude_deg, deg, Platform_Longitude_InSitu_None
GPSAltitude_km, km, Platform_GPSAltitude_InSitu_None
WindSpeed_mps, mps, Met_WindSpeed_InSitu_None
WindDirection_deg, deg, Met_WindDirection_InSitu_None
0
19
PI_CONTACT_INFO: Paul Walter (St. Edward's University, email: pauljw@stedwards.edu)
PLATFORM: La Porte, TX 
LOCATION: 29.670, -95.059, 7 m altitude AMSL
ASSOCIATED_DATA: N/A
INSTRUMENT_INFO: radiosonde = iMet Radiosonde 58024, ozonesonde = 2Z39643 ECC En-Sci, 0.5% KI half buffer solutions with 5ATBMT pump corrections
DATA_INFO: All data 1 Hz interval; Launch time [UTC] = 15:05:27
UNCERTAINTY:  ~5-10% in troposphere, ~5% in stratosphere, see Witte et al., (2018, JGR) for more details
ULOD_FLAG: -77777
ULOD_VALUE: N/A
LLOD_FLAG: -88888
LLOD_VALUE: N/A
DM_CONTACT_INFO: Paul Walter (St. Edward's University, phone: 512-364-3158, email: pauljw@stedwards.edu)
PROJECT_INFO: TRACER-Sonde: O3 as a tracer for convective mixing; https://www.arm.gov/research/campaigns/amf2022tracero3https://www.arm.gov/research/campaigns/amf2021tracer
STIPULATIONS_ON_USE:  Please consult PI prior to use/publication, and ensure the data have not been updated since your download.  Use of data should include an offer of co-authorship on any manuscript to the PI, DM, and James Flynn (jhflynn@central.uh.edu). 
OTHER_COMMENTS:
REVISION: R1
R1: Corrects header to list the ozone mixing ratio having units of ppbv.
R0: Final data submission
Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, RawTemp_degC, Theta_K, RH_percent, Frostpoint_degC, InternalTemp_degC, Ozonecurrent_uA, Ozone_mPa, Ozone_ppbv, Ozone_Col_DU, PumpTemp_degC, OzoneBattery_V, PumpCurrent_mA, Latitude_deg, Longitude_deg, GPSAltitude_km, WindSpeed_mps, WindDirection_deg
   0, 54327,   1019.05,      0.0053,     30.63,     30.71,    302.1465,     54.3,     20.35,     32.66,      1.232,      4.7510,     46.6,      0.0000,     28.00,     16.9,     76.0,     29.6700,    -95.0591,      0.006, -99999.00, -99999.00
   1, 54328,   1019.05,      0.0053,     30.59,     30.67,    302.1067,     54.5,     20.37,     32.67,      1.244,      4.7973,     47.1,      0.0043,     28.00,     16.9,     76.0,     29.6700,    -95.0591,      0.007, -99999.00, -99999.00
   2, 54329,   1019.07,      0.0051,     30.76,     30.84,    302.2741,     55.1,     20.71,     32.69,      1.243,      4.7935,     47.0,      0.0043,     28.00,     16.9,     76.0,     29.6700,    -95.0591,      0.007, -99999.00, -99999.00
   3, 54330,   1019.06,      0.0052,     30.77,     30.85,    302.2849,     55.1,     20.72,     32.70,      1.247,      4.8089,     47.2,      0.0043,     28.00,     16.9,     76.0,     29.6700,    -95.0590,      0.007, -99999.00, -99999.00
   4, 54331,   1019.06,      0.0052,     30.73,     30.81,    302.2451,     54.1,     20.39,     32.71,      1.243,      4.7935,     47.0,      0.0043,     28.00,     16.9,     76.0,     29.6700,    -95.0590,      0.007, -99999.00, -99999.00
   5, 54332,   1019.06,      0.0052,     30.65,     30.73,    302.1656,     54.0,     20.28,     32.73,      1.236,      4.7665,     46.8,      0.0043,     28.00,     16.9,     76.0,     29.6700,    -95.0590,      0.007, -99999.00, -99999.00
   6, 54333,   1019.05,      0.0053,     30.59,     30.67,    302.1067,     53.5,     20.08,     32.74,      1.224,      4.7202,     46.3,      0.0043,     28.00,     16.9,     76.0,     29.6700,    -95.0590,      0.007, -99999.00, -99999.00
   7, 54334,   1019.05,      0.0053,     30.51,     30.59,    302.0272,     52.7,     19.76,     32.75,      1.217,      4.6932,     46.1,      0.0043,     28.00,     16.9,     76.0,     29.6700,    -95.0590,      0.007, -99999.00, -99999.00
   8, 54335,   1019.04,      0.0053,     30.36,     30.44,    301.8788,     52.4,     19.53,     32.77,      1.212,      4.6739,     45.9,      0.0001,     28.00,     16.9,     76.0,     29.6700,    -95.0590,      0.006, -99999.00, -99999.00
   9, 54336,   1019.04,      0.0053,     30.24,     30.32,    301.7595,     52.7,     19.51,     32.78,      1.212,      4.6742,     45.9,      0.0001,     28.02,     16.9,     76.0,     29.6700,    -95.0590,      0.006, -99999.00, -99999.00
  10, 54337,   1019.06,      0.0052,     30.05,     30.13,    301.5688,     52.7,     19.33,     32.79,      1.223,      4.7179,     46.3,      0.0001,     28.10,     16.9,     76.0,     29.6700,    -95.0590,      0.006, -99999.00, -99999.00
  11, 54338,   1019.06,      0.0052,     30.17,     30.25,    301.6882,     52.1,     19.26,     32.80,      1.221,      4.7103,     46.2,      0.0001,     28.11,     16.9,     76.0,     29.6700,    -95.0590,      0.006, -99999.00, -99999.00
  12, 54339,   1019.03,      0.0054,     30.01,     30.09,    301.5316,     51.4,     18.90,     32.81,      1.213,      4.6795,     45.9,      0.0001,     28.11,     16.9,     76.0,     29.6700,    -95.0590,      0.006, -99999.00, -99999.00
  13, 54340,   1019.02,      0.0055,     29.86,     29.94,    301.3832,     51.4,     18.76,     32.82,      1.215,      4.6872,     46.0,      0.0001,     28.11,     16.9,     76.0,     29.6700,    -95.0590,      0.006, -99999.00, -99999.00
  14, 54341,   1019.02,      0.0055,     29.82,     29.90,    301.3434,     52.0,     18.91,     32.84,      1.222,      4.7142,     46.3,      0.0001,     28.11,     16.9,     76.0,     29.6700,    -95.0590,      0.006, -99999.00, -99999.00
