54, 1001
Walter, Paul J.
St. Edward's University
Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-4 RSB Radiosondes
TRACER-Sonde
1, 1
2022, 09, 20, 2023, 09, 05
1
Index_number, number, time elapsed in seconds since launch
21
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999
Seconds_UTC, seconds, startseconds_of_day_since_00:00:00_UTC
Pressure_hPa, hPa, Met_StaticPressure_InSitu_None
Altitude_km, km, Platform_GeopotentialAltitude_InSitu_None
Temp_degC, degC, Met_StaticTemperature_InSitu_None
RawTemp_degC, degC, Met_RawStaticTemperature_InSitu_None
Theta_K, K, Met_StaticPotentialTemperature_InSitu_None
RH_percent, percent, Met_RelativeHumidityWater_InSitu_None
Frostpoint_degC, degC, Met_RelativeStaticFrostPoint_InSitu_None
InternalTemp_degC, degC,  Platform_RadiosondeInternalTemperature_InSitu_None
Ozonecurrent_uA, uA, Gas_O3_InSitu_S_Current
Ozone_mPa, mPa, Gas_O3_InSitu_S_PartialPressure
Ozone_ppbv, ppbv, Gas_O3_InSitu_S_AVMR
Ozone_Col_DU, DU, Gas_O3_VertCol_S_CNDAMB, Ozone column amount in Dobson Units
PumpTemp_degC, degC, Platform_PumpStaticTemperature_InSitu_None
OzoneBattery_V, V,  Platform_OzonesondeBattery_InSitu_None
PumpCurrent_mA, mA,  Platform_PumpCurrent_InSitu_None
Latitude_deg, deg, Platform_Latitude_InSitu_None
Longitude_deg, deg, Platform_Longitude_InSitu_None
GPSAltitude_km, km, Platform_GPSAltitude_InSitu_None
WindSpeed_mps, mps, Met_WindSpeed_InSitu_None
WindDirection_deg, deg, Met_WindDirection_InSitu_None
0
19
PI_CONTACT_INFO: Paul Walter (St. Edward's University, email: pauljw@stedwards.edu)
PLATFORM: La Porte, TX 
LOCATION: 29.670, -95.059, 7 m altitude AMSL
ASSOCIATED_DATA: N/A
INSTRUMENT_INFO: radiosonde = iMet Radiosonde 58039, ozonesonde = 2z39630 ECC En-Sci, 0.5% KI half buffer solutions with 5ATBMT pump corrections
DATA_INFO: All data 1 Hz interval; Launch time [UTC] = 11:01:24
UNCERTAINTY:  ~5-10% in troposphere, ~5% in stratosphere, see Witte et al., (2018, JGR) for more details
ULOD_FLAG: -77777
ULOD_VALUE: N/A
LLOD_FLAG: -88888
LLOD_VALUE: N/A
DM_CONTACT_INFO: Paul Walter (St. Edward's University, phone: 512-364-3158, email: pauljw@stedwards.edu)
PROJECT_INFO: TRACER-Sonde: O3 as a tracer for convective mixing; https://www.arm.gov/research/campaigns/amf2022tracero3https://www.arm.gov/research/campaigns/amf2021tracer
STIPULATIONS_ON_USE:  Please consult PI prior to use/publication, and ensure the data have not been updated since your download.  Use of data should include an offer of co-authorship on any manuscript to the PI, DM, and James Flynn (jhflynn@central.uh.edu). 
OTHER_COMMENTS:
REVISION: R1
R1: Corrects header to list the ozone mixing ratio having units of ppbv.
R0: Final data submission
Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, RawTemp_degC, Theta_K, RH_percent, Frostpoint_degC, InternalTemp_degC, Ozonecurrent_uA, Ozone_mPa, Ozone_ppbv, Ozone_Col_DU, PumpTemp_degC, OzoneBattery_V, PumpCurrent_mA, Latitude_deg, Longitude_deg, GPSAltitude_km, WindSpeed_mps, WindDirection_deg
   0, 39684,   1016.60,      0.0069,     22.91,     22.91,    294.6706,     95.4,     22.13,     27.78,      0.092,      0.3189,      3.1,      0.0000,     27.90,     16.7,     94.0,     29.6699,    -95.0590,      0.005, -99999.00, -99999.00
   1, 39685,   1016.63,      0.0067,     22.93,     22.93,    294.6880,     95.5,     22.17,     27.78,      0.091,      0.3150,      3.1,      0.0000,     27.90,     16.7,     94.0,     29.6699,    -95.0590,      0.005, -99999.00, -99999.00
   2, 39686,   1016.62,      0.0068,     22.94,     22.94,    294.6988,     95.5,     22.18,     27.78,      0.090,      0.3111,      3.1,      0.0000,     27.90,     16.7,     94.0,     29.6700,    -95.0590,      0.005, -99999.00, -99999.00
   3, 39687,   1016.61,      0.0068,     22.93,     22.93,    294.6897,     95.5,     22.17,     27.79,      0.089,      0.3072,      3.0,      0.0000,     27.90,     16.7,     94.0,     29.6700,    -95.0590,      0.005, -99999.00, -99999.00
   4, 39688,   1016.61,      0.0068,     22.94,     22.94,    294.6997,     95.5,     22.18,     27.80,      0.089,      0.3072,      3.0,     -0.0003,     27.90,     16.7,     94.0,     29.6700,    -95.0590,      0.004, -99999.00, -99999.00
   5, 39689,   1016.62,      0.0068,     22.93,     22.93,    294.6889,     95.5,     22.17,     27.80,      0.088,      0.3033,      3.0,     -0.0003,     27.90,     16.7,     94.0,     29.6700,    -95.0590,      0.004, -99999.00, -99999.00
   6, 39690,   1016.61,      0.0068,     23.02,     23.02,    294.7793,     95.5,     22.26,     27.80,      0.089,      0.3073,      3.0,     -0.0003,     27.95,     16.7,     94.0,     29.6700,    -95.0590,      0.004, -99999.00, -99999.00
   7, 39691,   1016.60,      0.0069,     23.04,     23.04,    294.8000,     95.5,     22.28,     27.81,      0.088,      0.3034,      3.0,     -0.0003,     28.00,     16.7,     94.0,     29.6700,    -95.0590,      0.004, -99999.00, -99999.00
   8, 39692,   1016.61,      0.0068,     23.10,     23.10,    294.8589,     95.5,     22.34,     27.81,      0.088,      0.3034,      3.0,     -0.0003,     28.00,     16.7,     94.0,     29.6700,    -95.0590,      0.004, -99999.00, -99999.00
   9, 39693,   1016.61,      0.0068,     23.12,     23.12,    294.8788,     95.5,     22.36,     27.82,      0.088,      0.3034,      3.0,     -0.0006,     28.00,     16.7,     94.0,     29.6700,    -95.0590,      0.003, -99999.00, -99999.00
  10, 39694,   1016.61,      0.0068,     23.11,     23.11,    294.8689,     95.5,     22.35,     27.82,      0.088,      0.3034,      3.0,     -0.0006,     28.00,     16.7,     94.0,     29.6700,    -95.0590,      0.003, -99999.00, -99999.00
  11, 39695,   1016.61,      0.0068,     23.10,     23.10,    294.8589,     95.5,     22.34,     27.83,      0.088,      0.3034,      3.0,     -0.0006,     28.00,     16.7,     94.0,     29.6700,    -95.0590,      0.003, -99999.00, -99999.00
  12, 39696,   1016.61,      0.0068,     23.07,     23.07,    294.8290,     95.5,     22.31,     27.83,      0.088,      0.3034,      3.0,     -0.0008,     28.00,     16.7,     94.0,     29.6700,    -95.0590,      0.002, -99999.00, -99999.00
  13, 39697,   1016.61,      0.0068,     23.14,     23.14,    294.8987,     95.5,     22.38,     27.83,      0.088,      0.3034,      3.0,     -0.0008,     28.00,     16.7,     94.0,     29.6700,    -95.0590,      0.002, -99999.00, -99999.00
  14, 39698,   1016.60,      0.0069,     23.15,     23.15,    294.9095,     95.5,     22.39,     27.84,      0.088,      0.3034,      3.0,     -0.0008,     28.00,     16.7,     94.0,     29.6700,    -95.0590,      0.002, -99999.00, -99999.00
