%TITLE% 
LP  220727/1104   29.67,-95.059 
    LEVEL      HGHT     TEMP     DWPT    WDIR   WSPD 
---------------------------------------------------- 
%RAW% 
   1007.30,     78.0,   27.71,   24.03,   115,  0.8
   1004.48,    101.0,   27.82,   23.76,   178,  3.8
   1002.11,    123.0,   27.70,   23.47,   193,  3.5
    999.29,    149.0,   27.71,   23.31,   185,  3.5
    996.73,    171.0,   27.51,   23.03,   192,  4.1
    994.14,    193.0,   27.37,   22.92,   192,  3.7
    991.59,    218.0,   27.17,   22.81,   189,  4.5
    989.16,    240.0,   26.97,   22.70,   192,  4.8
    986.48,    264.0,   26.86,   22.57,   192,  4.9
    983.17,    293.0,   26.63,   22.37,   192,  5.2
    980.56,    317.0,   26.38,   22.28,   188,  5.2
    977.60,    345.0,   26.15,   22.26,   191,  5.3
    974.05,    374.0,   25.82,   22.31,   190,  5.1
    971.55,    398.0,   25.61,   22.27,   189,  5.0
    969.38,    418.0,   25.46,   22.20,   189,  4.8
    966.68,    444.0,   25.29,   22.00,   187,  5.0
    963.72,    471.0,   24.99,   21.90,   194,  4.8
    961.21,    493.0,   24.66,   21.57,   187,  4.7
    958.13,    522.0,   24.34,   21.56,   190,  5.1
    955.42,    547.0,   24.11,   21.53,   197,  4.7
    952.85,    570.0,   23.95,   21.43,   184,  4.8
    949.97,    597.0,   23.71,   21.36,   192,  5.4
    947.43,    620.0,   23.59,   21.10,   193,  5.0
    944.98,    645.0,   23.70,   20.31,   190,  5.4
    942.25,    670.0,   23.50,   19.71,   197,  5.2
    940.06,    689.0,   23.45,   19.44,   194,  6.0
    937.41,    715.0,   23.44,   19.01,   196,  6.6
    935.19,    736.0,   23.39,   18.86,   196,  5.9
    932.95,    756.0,   23.46,   18.13,   196,  5.9
    929.76,    787.0,   23.27,   17.61,   199,  6.3
    926.75,    814.0,   23.07,   17.28,   196,  7.0
    924.57,    835.0,   23.00,   16.97,   200,  5.9
    922.04,    859.0,   22.86,   16.53,   205,  6.0
    919.74,    881.0,   22.79,   16.21,   198,  6.3
    917.48,    902.0,   22.62,   16.37,   192,  6.0
    915.20,    924.0,   22.46,   16.31,   191,  6.2
    913.06,    944.0,   22.48,   15.84,   194,  6.3
    910.43,    970.0,   22.27,   15.52,   191,  7.2
    908.69,    988.0,   22.10,   15.69,   183,  7.2
    906.40,   1010.0,   21.86,   15.85,   189,  7.3
    903.92,   1034.0,   21.72,   16.28,   195,  7.8
    901.43,   1058.0,   21.70,   15.65,   199,  7.4
    899.10,   1080.0,   21.52,   14.95,   190,  7.1
    896.40,   1106.0,   21.19,   15.46,   186,  6.7
    893.90,   1131.0,   20.91,   15.76,   196,  6.6
    891.52,   1153.0,   20.83,   15.64,   190,  7.1
    888.54,   1184.0,   20.65,   15.34,   184,  7.4
    886.14,   1206.0,   20.50,   15.08,   186,  7.6
    883.21,   1237.0,   20.49,   14.56,   189,  7.8
    881.00,   1256.0,   20.29,   14.10,   189,  7.4
    878.73,   1277.0,   20.11,   13.94,   186,  7.3
    876.40,   1302.0,   19.97,   13.96,   189,  6.9
    874.11,   1325.0,   19.91,   13.47,   187,  6.9
    871.52,   1350.0,   19.80,   12.99,   184,  6.8
    869.19,   1375.0,   19.73,   12.30,   181,  5.9
    865.98,   1405.0,   19.47,   12.18,   179,  6.3
    863.82,   1429.0,   19.40,   12.04,   180,  5.7
    861.44,   1452.0,   19.26,   11.81,   173,  5.5
    858.85,   1477.0,   19.13,   11.54,   170,  5.1
    856.53,   1500.0,   18.90,   11.57,   174,  4.7
    854.18,   1525.0,   18.72,   11.59,   183,  5.1
    851.84,   1549.0,   18.68,   11.65,   181,  5.0
    849.67,   1571.0,   18.52,   11.99,   178,  6.3
    847.21,   1596.0,   18.38,   11.90,   189,  6.4
    844.63,   1623.0,   18.15,   11.66,   190,  6.1
    842.03,   1648.0,   18.04,   11.44,   184,  6.5
    840.08,   1672.0,   17.96,   11.27,   179,  6.2
    837.58,   1694.0,   17.83,   11.21,   187,  6.3
    835.49,   1717.0,   17.79,   10.56,   190,  6.2
    832.63,   1743.0,   17.40,   11.35,   184,  5.9
    830.13,   1768.0,   17.19,   11.70,   185,  5.8
    828.04,   1792.0,   17.13,   11.62,   183,  6.3
    825.95,   1814.0,   17.07,   11.03,   184,  5.7
    823.96,   1835.0,   16.93,   10.83,   184,  5.9
    821.46,   1861.0,   16.76,   10.74,   184,  5.5
    819.27,   1884.0,   16.66,   10.37,   178,  5.4
    817.36,   1905.0,   16.68,    9.54,   179,  5.0
    814.81,   1931.0,   16.48,    9.32,   180,  4.6
    812.83,   1951.0,   16.36,    9.00,   186,  4.8
    810.80,   1972.0,   16.25,    9.18,   173,  4.5
    808.89,   1991.0,   16.20,    8.88,   157,  4.5
    806.53,   2017.0,   15.95,    9.09,   156,  4.8
    804.32,   2040.0,   15.87,    9.38,   158,  4.8
    802.20,   2063.0,   15.92,    9.15,   161,  4.9
    800.08,   2086.0,   15.82,    8.59,   155,  5.8
    797.74,   2112.0,   15.63,    8.53,   154,  6.2
    795.46,   2137.0,   15.54,    8.27,   162,  5.4
    793.50,   2158.0,   15.32,    8.60,   161,  5.3
    791.31,   2181.0,   15.34,    8.23,   168,  6.0
    789.25,   2204.0,   15.16,    8.22,   168,  6.0
    787.07,   2228.0,   14.92,    8.29,   167,  5.5
    784.68,   2256.0,   14.80,    8.13,   173,  4.9
    781.59,   2286.0,   14.69,    7.73,   171,  5.2
    779.74,   2308.0,   14.55,    7.48,   167,  5.3
    777.72,   2330.0,   14.33,    7.62,   162,  4.3
    775.22,   2359.0,   14.16,    7.43,   155,  3.8
    772.59,   2384.0,   14.15,    7.08,   153,  3.7
    770.78,   2405.0,   14.15,    6.98,   150,  4.0
    768.80,   2428.0,   14.05,    6.75,   142,  4.4
    766.63,   2450.0,   13.96,    6.37,   143,  3.6
    764.64,   2473.0,   13.83,    6.23,   155,  4.2
    762.56,   2499.0,   13.70,    6.15,   143,  4.5
    759.47,   2532.0,   13.41,    6.09,   144,  4.2
    757.31,   2555.0,   13.35,    5.87,   152,  4.5
    755.39,   2577.0,   13.30,    5.78,   148,  4.7
    753.77,   2594.0,   13.19,    5.73,   154,  3.8
    751.73,   2617.0,   13.00,    5.97,   145,  3.7
    749.83,   2638.0,   12.87,    5.89,   135,  3.5
    747.84,   2663.0,   12.63,    6.14,   142,  4.4
    745.65,   2687.0,   12.66,    5.81,   142,  3.9
    743.80,   2707.0,   12.61,    5.37,   151,  2.8
    742.12,   2726.0,   12.52,    4.97,   141,  3.0
    740.34,   2746.0,   12.36,    4.66,   148,  3.3
    738.55,   2766.0,   12.29,    4.30,   157,  3.1
    736.91,   2785.0,   12.18,    4.24,   159,  2.4
    735.22,   2804.0,   12.18,    4.34,   143,  2.4
    733.74,   2822.0,   12.14,    4.25,   139,  2.9
    731.68,   2846.0,   12.05,    3.77,   146,  3.3
    729.87,   2868.0,   11.93,    3.23,   141,  3.2
    727.43,   2897.0,   11.81,    2.68,   150,  3.1
    725.37,   2921.0,   11.73,    2.10,   148,  4.0
    722.94,   2950.0,   11.60,    1.76,   148,  4.2
    720.70,   2975.0,   11.39,    1.89,   149,  3.9
    718.63,   2999.0,   11.34,    1.54,   153,  4.7
    716.82,   3019.0,   11.25,    1.35,   143,  4.4
    714.95,   3042.0,   11.09,    1.31,   138,  4.4
    712.78,   3066.0,   10.88,    1.15,   130,  3.9
    710.98,   3088.0,   10.75,    1.13,   126,  4.0
    709.36,   3106.0,   10.64,    1.22,   130,  4.4
    707.81,   3125.0,   10.52,    1.64,   122,  4.2
    706.13,   3145.0,   10.43,    1.76,   129,  3.7
    704.55,   3166.0,   10.27,    1.89,   137,  3.8
    702.32,   3191.0,   10.00,    1.76,   133,  4.4
    700.38,   3215.0,    9.90,    1.81,   140,  4.3
    698.67,   3235.0,    9.78,    1.65,   146,  3.1
    696.87,   3257.0,    9.61,    1.52,   153,  3.0
    695.02,   3278.0,    9.48,    1.27,   148,  3.5
    693.51,   3296.0,    9.40,    1.15,   145,  4.1
    691.99,   3314.0,    9.37,    1.07,   150,  3.7
    690.56,   3330.0,    9.29,    1.02,   154,  3.1
    689.23,   3347.0,    9.15,    1.16,   138,  3.8
    687.80,   3364.0,    9.06,    1.17,   137,  4.1
    686.36,   3382.0,    8.95,    1.19,   133,  3.8
    684.85,   3401.0,    8.83,    1.00,   138,  3.1
    683.29,   3420.0,    8.70,    0.73,   137,  3.6
    681.59,   3440.0,    8.53,    0.60,   136,  3.5
    679.68,   3464.0,    8.39,    0.71,   143,  3.6
    677.67,   3490.0,    8.36,    0.68,   146,  3.4
    675.72,   3513.0,    8.19,    0.59,   154,  3.6
