%TITLE% 
LP  220706/1118   29.67,-95.059 
    LEVEL      HGHT     TEMP     DWPT    WDIR   WSPD 
---------------------------------------------------- 
%RAW% 
   1005.14,     94.0,   27.09,   23.99,   199,  7.7
   1001.46,    126.0,   27.03,   23.49,   202,  6.2
    997.94,    158.0,   27.02,   23.00,   197,  6.7
    994.87,    185.0,   26.95,   22.68,   198,  7.4
    991.57,    214.0,   26.72,   22.39,   197,  7.0
    988.60,    242.0,   26.55,   22.14,   198,  7.3
    984.62,    279.0,   26.30,   21.82,   197,  7.2
    981.43,    308.0,   26.06,   21.58,   199,  8.0
    977.87,    337.0,   25.81,   21.36,   199,  7.7
    974.65,    365.0,   25.51,   21.22,   201,  7.5
    971.44,    395.0,   25.29,   21.13,   202,  7.4
    968.05,    427.0,   24.99,   20.99,   203,  6.8
    964.96,    456.0,   24.79,   20.88,   203,  7.3
    961.66,    487.0,   24.66,   20.63,   203,  7.0
    958.65,    514.0,   24.45,   20.48,   202,  6.8
    955.48,    542.0,   24.47,   20.09,   203,  7.1
    952.66,    568.0,   24.45,   19.19,   201,  7.7
    949.71,    595.0,   24.44,   18.32,   205,  7.9
    946.67,    624.0,   24.57,   17.22,   207,  8.0
    943.83,    651.0,   24.48,   16.91,   207,  7.4
    940.69,    680.0,   24.69,   16.33,   209,  8.7
    937.56,    710.0,   24.25,   16.64,   207,  7.8
    934.82,    737.0,   24.00,   17.09,   207,  8.4
    931.79,    764.0,   23.96,   16.59,   204,  8.2
    928.68,    794.0,   23.68,   16.77,   205,  8.2
    925.97,    822.0,   23.50,   17.14,   202,  8.3
    922.72,    851.0,   23.31,   17.08,   200,  8.0
    919.63,    882.0,   23.27,   16.42,   202,  8.1
    915.81,    918.0,   23.08,   15.66,   208,  7.8
    912.67,    946.0,   22.93,   15.27,   203,  8.0
    909.24,    977.0,   22.85,   14.60,   203,  7.9
    906.63,   1004.0,   22.69,   14.32,   208,  7.8
    903.75,   1032.0,   22.47,   14.73,   208,  8.2
    900.97,   1060.0,   22.46,   14.32,   209,  8.1
    898.20,   1087.0,   22.24,   14.76,   205,  8.3
    895.33,   1114.0,   22.20,   14.87,   207,  8.1
    892.80,   1140.0,   21.99,   14.58,   207,  8.4
    889.43,   1172.0,   21.85,   14.44,   201,  8.8
    886.55,   1198.0,   21.60,   14.48,   204,  8.7
    883.83,   1225.0,   21.52,   14.35,   201,  9.2
    881.01,   1252.0,   21.47,   14.11,   201,  8.6
    878.31,   1281.0,   21.31,   13.75,   201,  8.9
    875.37,   1310.0,   20.99,   14.12,   197,  8.4
    872.39,   1338.0,   20.96,   13.51,   199,  8.6
    869.85,   1363.0,   20.89,   12.62,   196,  7.7
    867.58,   1386.0,   20.75,   12.09,   201,  8.4
    864.63,   1417.0,   20.64,   11.37,   203,  7.6
    862.09,   1443.0,   20.43,   10.96,   197,  8.2
    859.00,   1474.0,   20.15,   11.24,   203,  7.9
    856.29,   1501.0,   19.92,   11.68,   201,  7.5
    853.79,   1526.0,   19.70,   11.90,   203,  8.3
    851.17,   1554.0,   19.41,   11.90,   200,  6.9
    848.40,   1581.0,   19.16,   11.96,   198,  8.1
    845.79,   1610.0,   18.92,   12.04,   209,  7.3
    843.06,   1636.0,   18.74,   11.89,   201,  7.1
    840.51,   1663.0,   18.59,   11.84,   205,  8.2
    837.87,   1690.0,   18.38,   11.67,   205,  7.1
    835.39,   1715.0,   18.23,   11.31,   200,  8.0
    832.55,   1744.0,   18.08,   11.05,   205,  7.5
    829.57,   1776.0,   17.93,   10.81,   203,  6.8
    827.05,   1802.0,   17.87,   10.13,   205,  7.1
    824.35,   1831.0,   17.77,    9.35,   211,  6.2
    821.77,   1857.0,   17.57,    9.14,   202,  6.3
    818.78,   1888.0,   17.31,    9.10,   205,  6.0
    816.16,   1917.0,   17.09,    9.39,   203,  5.3
    813.61,   1944.0,   16.89,    9.53,   197,  5.8
    810.76,   1974.0,   16.65,    9.54,   200,  5.3
    808.01,   2003.0,   16.42,    9.49,   189,  5.1
    805.33,   2032.0,   16.21,    9.73,   196,  4.8
    802.46,   2064.0,   16.17,    9.50,   197,  4.5
    799.55,   2095.0,   16.21,    8.64,   192,  4.4
    796.86,   2123.0,   16.17,    7.71,   192,  4.8
    794.36,   2150.0,   16.05,    7.23,   188,  4.2
    791.71,   2178.0,   15.90,    6.99,   192,  4.3
    788.75,   2211.0,   15.85,    6.51,   192,  4.3
    785.85,   2243.0,   15.84,    5.65,   194,  4.0
    783.22,   2272.0,   15.78,    4.92,   197,  4.1
    780.57,   2301.0,   15.66,    4.69,   190,  3.9
    778.01,   2329.0,   15.43,    4.66,   188,  4.0
    775.33,   2358.0,   15.14,    5.64,   187,  3.7
    772.69,   2386.0,   14.93,    6.05,   180,  3.8
    770.22,   2413.0,   14.92,    5.70,   176,  3.9
    767.82,   2440.0,   14.79,    5.39,   175,  4.0
    765.30,   2469.0,   14.73,    4.62,   171,  3.9
    762.75,   2496.0,   14.65,    4.14,   178,  3.8
    760.46,   2522.0,   14.50,    4.12,   178,  3.7
    757.92,   2550.0,   14.37,    4.12,   171,  4.2
    755.43,   2578.0,   14.32,    3.53,   178,  3.9
    752.88,   2607.0,   14.14,    3.22,   178,  3.9
    749.52,   2644.0,   14.03,    3.38,   174,  4.1
    747.06,   2672.0,   13.90,    3.05,   170,  4.7
    744.80,   2697.0,   13.71,    2.52,   173,  4.5
    742.63,   2722.0,   13.55,    2.41,   165,  4.0
    739.96,   2751.0,   13.42,    2.14,   160,  4.5
    737.84,   2778.0,   13.33,    1.34,   164,  3.6
    735.69,   2802.0,   13.38,    0.37,   153,  3.9
    733.43,   2828.0,   13.23,   -0.19,   158,  4.0
    731.22,   2853.0,   13.07,   -0.66,   146,  3.6
    728.91,   2880.0,   12.92,   -1.29,   154,  4.2
    726.67,   2906.0,   12.71,   -1.76,   149,  3.5
    724.12,   2937.0,   12.50,   -1.69,   136,  3.8
    721.63,   2965.0,   12.26,   -0.40,   139,  4.6
    719.62,   2988.0,   12.09,    0.05,   145,  3.4
    717.32,   3015.0,   11.96,    0.16,   150,  3.0
    715.21,   3041.0,   11.79,   -0.01,   139,  3.4
    713.18,   3065.0,   11.71,   -0.21,   159,  2.8
    711.10,   3091.0,   11.67,   -0.41,   154,  3.6
    708.81,   3119.0,   11.58,   -0.68,   150,  2.7
    706.57,   3145.0,   11.38,   -0.98,   152,  3.1
    704.16,   3174.0,   11.26,   -0.93,   135,  3.7
    701.98,   3199.0,   11.05,   -1.10,   153,  2.9
    699.92,   3223.0,   10.85,   -1.34,   150,  3.8
    697.75,   3249.0,   10.66,   -1.44,   144,  2.6
    695.96,   3271.0,   10.56,   -1.69,   163,  2.4
    693.59,   3300.0,   10.41,   -1.93,   132,  1.5
    691.49,   3326.0,   10.20,   -2.15,   131,  1.2
    689.03,   3356.0,   10.01,   -2.31,    90,  2.1
    686.78,   3383.0,    9.93,   -2.40,    66,  2.2
    684.97,   3406.0,    9.80,   -2.36,    44,  2.4
    682.56,   3434.0,    9.58,   -2.34,    54,  2.7
    680.53,   3459.0,    9.44,   -2.34,    62,  3.4
    678.56,   3484.0,    9.31,   -2.05,    51,  3.0
    676.67,   3508.0,    9.14,   -1.97,    57,  3.3
