time,base_time,time_offset,pres,qc_pres,tdry,qc_tdry,dp,qc_dp,wspd,qc_wspd,deg,qc_deg,rh,qc_rh,u_wind,qc_u_wind,v_wind,qc_v_wind,wstat,asc,qc_asc,lat,lon,alt
2022-07-10 20:30:00,2022-07-10,2022-07-10 20:30:00,1010.6,0,38.0,0,22.11,0,3.1,0,209.0,0,40.0,0,1.50291,0,2.7113209,0,,0.0,0,29.67,-95.06,7.4
2022-07-10 20:30:01,2022-07-10,2022-07-10 20:30:01,1010.14,0,37.57,0,20.95,0,2.3,0,212.0,0,38.13,0,1.2188144,0,1.9505105,0,,2.9,0,29.670021,-95.05998,11.5
2022-07-10 20:30:02,2022-07-10,2022-07-10 20:30:02,1009.42,0,36.82,0,20.56,0,2.3,0,212.0,0,38.79,0,1.2188144,0,1.9505105,0,,6.6,0,29.670038,-95.05997,18.1
2022-07-10 20:30:03,2022-07-10,2022-07-10 20:30:03,1008.9,0,36.53,0,20.58,0,2.4,0,212.0,0,39.44,0,1.2718064,0,2.0353155,0,,4.7,0,29.670055,-95.05995,22.8
2022-07-10 20:30:04,2022-07-10,2022-07-10 20:30:04,1008.56,0,36.5,0,20.57,0,2.6,0,212.0,0,39.5,0,1.3777901,0,2.2049248,0,,3.0,0,29.670074,-95.05994,25.9
2022-07-10 20:30:05,2022-07-10,2022-07-10 20:30:05,1008.33,0,36.5,0,20.47,0,2.7,0,212.0,0,39.26,0,1.4307821,0,2.2897298,0,,2.1,0,29.670095,-95.05992,28.0
2022-07-10 20:30:06,2022-07-10,2022-07-10 20:30:06,1007.81,0,36.47,0,20.41,0,2.8,0,213.0,0,39.15,0,1.5249891,0,2.3482776,0,,4.7,0,29.670116,-95.059906,32.7
2022-07-10 20:30:07,2022-07-10,2022-07-10 20:30:07,1007.4,0,36.44,0,20.38,0,3.0,0,213.0,0,39.16,0,1.633917,0,2.5160117,0,,3.8,0,29.670137,-95.05989,36.5
2022-07-10 20:30:08,2022-07-10,2022-07-10 20:30:08,1006.98,0,36.41,0,20.33,0,3.1,0,213.0,0,39.1,0,1.6883807,0,2.5998788,0,,3.8,0,29.67016,-95.059875,40.3
2022-07-10 20:30:09,2022-07-10,2022-07-10 20:30:09,1006.55,0,36.41,0,20.31,0,3.2,0,213.0,0,39.06,0,1.7428447,0,2.683746,0,,3.8,0,29.670183,-95.05986,44.1
2022-07-10 20:30:10,2022-07-10,2022-07-10 20:30:10,1006.13,0,36.39,0,20.29,0,3.2,0,213.0,0,39.04,0,1.7428447,0,2.683746,0,,3.8,0,29.670208,-95.059845,47.9
2022-07-10 20:30:11,2022-07-10,2022-07-10 20:30:11,1005.71,0,36.37,0,20.23,0,3.3,0,212.0,0,38.95,0,1.7487336,0,2.7985587,0,,3.9,0,29.670233,-95.05983,51.8
2022-07-10 20:30:12,2022-07-10,2022-07-10 20:30:12,1005.28,0,36.36,0,20.2,0,3.4,0,212.0,0,38.89,0,1.8017256,0,2.8833635,0,,3.9,0,29.670258,-95.059814,55.7
2022-07-10 20:30:13,2022-07-10,2022-07-10 20:30:13,1004.84,0,36.33,0,20.22,0,3.4,0,212.0,0,39.01,0,1.8017256,0,2.8833635,0,,4.0,0,29.670284,-95.0598,59.7
