time,base_time,time_offset,pres,qc_pres,tdry,qc_tdry,dp,qc_dp,wspd,qc_wspd,deg,qc_deg,rh,qc_rh,u_wind,qc_u_wind,v_wind,qc_v_wind,wstat,asc,qc_asc,lat,lon,alt
2022-09-23 11:31:00,2022-09-23,2022-09-23 11:31:00,1014.5,0,24.2,0,22.64,0,0.6,0,246.0,0,91.0,0,0.5481273,0,0.244042,0,,0.0,0,29.67,-95.06,7.4
2022-09-23 11:31:02,2022-09-23,2022-09-23 11:31:02,1013.86,0,25.58,0,22.27,0,0.3,0,140.0,0,81.91,0,-0.1928363,0,0.22981334,0,,2.6,0,29.670004,-95.06,12.9
2022-09-23 11:31:03,2022-09-23,2022-09-23 11:31:03,1013.17,0,26.46,0,22.07,0,0.2,0,137.0,0,76.78,0,-0.13639967,0,0.14627075,0,,6.0,0,29.670006,-95.06,19.0
2022-09-23 11:31:04,2022-09-23,2022-09-23 11:31:04,1012.75,0,26.9,0,21.7,0,0.2,0,138.0,0,73.14,0,-0.13382614,0,0.14862897,0,,3.7,0,29.670008,-95.06,22.7
2022-09-23 11:31:05,2022-09-23,2022-09-23 11:31:05,1012.14,0,27.18,0,21.55,0,0.0,0,156.0,0,71.27,0,-0.0,0,0.0,0,,5.3,0,29.670008,-95.06,28.0
2022-09-23 11:31:06,2022-09-23,2022-09-23 11:31:06,1011.82,0,27.36,0,21.53,0,0.1,0,301.0,0,70.46,0,0.08571674,0,-0.051503792,0,,2.8,0,29.670008,-95.06,30.8
2022-09-23 11:31:07,2022-09-23,2022-09-23 11:31:07,1011.28,0,27.42,0,21.55,0,0.2,0,309.0,0,70.28,0,0.1554292,0,-0.12586407,0,,4.8,0,29.670008,-95.06,35.6
2022-09-23 11:31:08,2022-09-23,2022-09-23 11:31:08,1010.69,0,27.43,0,21.58,0,0.3,0,311.0,0,70.38,0,0.22641292,0,-0.19681767,0,,5.2,0,29.670006,-95.06,40.8
2022-09-23 11:31:09,2022-09-23,2022-09-23 11:31:09,1010.05,0,27.41,0,21.6,0,0.5,0,312.0,0,70.54,0,0.37157238,0,-0.33456537,0,,5.6,0,29.670004,-95.06,46.4
2022-09-23 11:31:10,2022-09-23,2022-09-23 11:31:10,1009.38,0,27.37,0,21.58,0,0.7,0,312.0,0,70.59,0,0.5202013,0,-0.4683915,0,,5.9,0,29.67,-95.05999,52.3
2022-09-23 11:31:11,2022-09-23,2022-09-23 11:31:11,1008.68,0,27.37,0,21.57,0,0.8,0,312.0,0,70.53,0,0.5945158,0,-0.5353046,0,,17.8,8,29.669996,-95.05998,58.4
2022-09-23 11:31:12,2022-09-23,2022-09-23 11:31:12,1007.99,0,27.39,0,21.54,0,1.0,0,312.0,0,70.33,0,0.74314475,0,-0.66913074,0,,6.1,8,29.66999,-95.059975,64.5
2022-09-23 11:31:13,2022-09-23,2022-09-23 11:31:13,1007.33,0,27.43,0,21.51,0,1.2,0,312.0,0,70.06,0,0.8917737,0,-0.8029569,0,,5.8,0,29.669985,-95.05997,70.3
2022-09-23 11:31:14,2022-09-23,2022-09-23 11:31:14,1006.71,0,27.46,0,21.48,0,1.4,0,312.0,0,69.79,0,1.0404027,0,-0.936783,0,,5.5,0,29.669977,-95.05996,75.7
2022-09-23 11:31:15,2022-09-23,2022-09-23 11:31:15,1006.14,0,27.47,0,21.42,0,1.6,0,312.0,0,69.5,0,1.1890316,0,-1.0706092,0,,5.1,0,29.669968,-95.059944,80.8
2022-09-23 11:31:16,2022-09-23,2022-09-23 11:31:16,1005.61,0,27.49,0,21.34,0,1.8,0,312.0,0,69.09,0,1.3376604,0,-1.2044352,0,,4.7,0,29.669958,-95.05993,85.5
2022-09-23 11:31:17,2022-09-23,2022-09-23 11:31:17,1005.11,0,27.53,0,21.27,0,2.0,0,312.0,0,68.64,0,1.4862895,0,-1.3382615,0,,4.4,0,29.669947,-95.05991,89.9
2022-09-23 11:31:18,2022-09-23,2022-09-23 11:31:18,1004.63,0,27.53,0,21.19,0,2.2,0,313.0,0,68.28,0,1.6089782,0,-1.5003965,0,,4.2,0,29.669933,-95.0599,94.1
2022-09-23 11:31:19,2022-09-23,2022-09-23 11:31:19,1004.17,0,27.56,0,21.13,0,2.4,0,313.0,0,67.92,0,1.7552489,0,-1.6367962,0,,4.2,0,29.66992,-95.05988,98.3
2022-09-23 11:31:20,2022-09-23,2022-09-23 11:31:20,1003.7,0,27.58,0,21.08,0,2.6,0,313.0,0,67.65,0,1.9015194,0,-1.7731957,0,,4.2,0,29.669905,-95.05987,102.4
2022-09-23 11:31:21,2022-09-23,2022-09-23 11:31:21,1003.23,0,27.59,0,21.06,0,2.7,0,313.0,0,67.48,0,1.9746549,0,-1.8413957,0,,4.2,0,29.669888,-95.059845,106.6
2022-09-23 11:31:22,2022-09-23,2022-09-23 11:31:22,1002.74,0,27.62,0,21.0,0,2.9,0,312.0,0,67.16,0,2.1551197,0,-1.9404792,0,,4.3,0,29.66987,-95.05982,110.9
2022-09-23 11:31:23,2022-09-23,2022-09-23 11:31:23,1002.25,0,27.69,0,20.93,0,3.0,0,312.0,0,66.6,0,2.2294343,0,-2.0073922,0,,4.3,0,29.669853,-95.0598,115.2
2022-09-23 11:31:24,2022-09-23,2022-09-23 11:31:24,1001.76,0,27.81,0,20.94,0,3.2,0,312.0,0,66.16,0,2.3780632,0,-2.1412184,0,,4.4,0,29.669834,-95.05978,119.6
2022-09-23 11:31:25,2022-09-23,2022-09-23 11:31:25,1001.28,0,27.88,0,20.96,0,3.3,0,312.0,0,65.97,0,2.4523776,0,-2.2081313,0,,4.3,0,29.669815,-95.05975,123.9
2022-09-23 11:31:26,2022-09-23,2022-09-23 11:31:26,1000.81,0,27.88,0,20.95,0,3.5,0,312.0,0,65.92,0,2.6010065,0,-2.3419576,0,,4.2,0,29.669794,-95.05973,128.0
2022-09-23 11:31:27,2022-09-23,2022-09-23 11:31:27,1000.35,0,27.86,0,20.94,0,3.6,0,312.0,0,65.94,0,2.6753209,0,-2.4088705,0,,4.0,0,29.669773,-95.0597,132.1
2022-09-23 11:31:28,2022-09-23,2022-09-23 11:31:28,999.9,0,27.84,0,20.92,0,3.7,0,312.0,0,65.95,0,2.7496355,0,-2.4757836,0,,4.0,0,29.66975,-95.05967,136.1
