time,base_time,time_offset,pres,qc_pres,tdry,qc_tdry,dp,qc_dp,wspd,qc_wspd,deg,qc_deg,rh,qc_rh,u_wind,qc_u_wind,v_wind,qc_v_wind,wstat,asc,qc_asc,lat,lon,alt
2022-07-15 05:30:00,2022-07-15,2022-07-15 05:30:00,1016.9,0,25.8,0,24.75,0,1.0,0,309.0,0,93.9,0,0.777146,0,-0.6293204,0,,0.0,0,29.67,-95.06,7.4
2022-07-15 05:30:01,2022-07-15,2022-07-15 05:30:01,1016.59,0,26.3,0,25.17,0,0.3,0,306.0,0,93.5,0,0.24270515,0,-0.17633553,0,,2.4,0,29.669996,-95.05999,10.1
2022-07-15 05:30:02,2022-07-15,2022-07-15 05:30:02,1015.88,0,26.33,0,25.05,0,0.1,0,276.0,0,92.67,0,0.09945219,0,-0.010452836,0,,6.2,0,29.669996,-95.05999,16.3
2022-07-15 05:30:03,2022-07-15,2022-07-15 05:30:03,1015.03,0,26.48,0,24.88,0,0.1,0,221.0,0,90.87,0,0.06560591,0,0.075470954,0,,7.4,0,29.669996,-95.05999,23.7
2022-07-15 05:30:04,2022-07-15,2022-07-15 05:30:04,1014.64,0,26.63,0,24.65,0,0.1,0,230.0,0,88.88,0,0.076604456,0,0.06427875,0,,3.5,0,29.669996,-95.05999,27.1
2022-07-15 05:30:05,2022-07-15,2022-07-15 05:30:05,1013.92,0,26.69,0,24.46,0,0.2,0,240.0,0,87.53,0,0.17320509,0,0.09999998,0,,6.3,0,29.669996,-95.05999,33.4
2022-07-15 05:30:06,2022-07-15,2022-07-15 05:30:06,1013.48,0,26.72,0,24.31,0,0.2,0,244.0,0,86.59,0,0.17975883,0,0.08767419,0,,3.8,0,29.669996,-95.05999,37.3
2022-07-15 05:30:07,2022-07-15,2022-07-15 05:30:07,1012.92,0,26.74,0,24.21,0,0.3,0,244.0,0,86.0,0,0.26963824,0,0.1315113,0,,4.9,0,29.669998,-95.05999,42.2
2022-07-15 05:30:08,2022-07-15,2022-07-15 05:30:08,1012.35,0,26.75,0,24.16,0,0.3,0,242.0,0,85.69,0,0.26488426,0,0.1408415,0,,5.0,0,29.67,-95.05999,47.2
2022-07-15 05:30:09,2022-07-15,2022-07-15 05:30:09,1011.77,0,26.73,0,24.12,0,0.4,0,242.0,0,85.58,0,0.35317904,0,0.18778865,0,,5.1,0,29.670002,-95.05999,52.3
2022-07-15 05:30:10,2022-07-15,2022-07-15 05:30:10,1011.17,0,26.69,0,24.06,0,0.5,0,241.0,0,85.46,0,0.43730986,0,0.2424048,0,,5.2,0,29.670004,-95.05998,57.5
2022-07-15 05:30:11,2022-07-15,2022-07-15 05:30:11,1010.56,0,26.66,0,23.92,0,0.5,0,240.0,0,84.91,0,0.43301272,0,0.24999996,0,,5.4,0,29.670006,-95.059975,62.9
2022-07-15 05:30:12,2022-07-15,2022-07-15 05:30:12,1009.93,0,26.7,0,23.74,0,0.6,0,239.0,0,83.77,0,0.51430035,0,0.309023,0,,5.6,0,29.670008,-95.05997,68.4
2022-07-15 05:30:13,2022-07-15,2022-07-15 05:30:13,1009.28,0,26.72,0,23.63,0,0.7,0,238.0,0,83.12,0,0.5936336,0,0.37094358,0,,5.7,0,29.670012,-95.05996,74.2
2022-07-15 05:30:14,2022-07-15,2022-07-15 05:30:14,1008.62,0,26.7,0,23.61,0,0.7,0,237.0,0,83.14,0,0.5870694,0,0.38124734,0,,5.8,0,29.670015,-95.05995,80.0
2022-07-15 05:30:15,2022-07-15,2022-07-15 05:30:15,1007.95,0,26.64,0,23.58,0,0.8,0,236.0,0,83.25,0,0.66323006,0,0.44735432,0,,5.9,0,29.67002,-95.059944,85.9
2022-07-15 05:30:16,2022-07-15,2022-07-15 05:30:16,1007.28,0,26.61,0,23.52,0,0.9,0,235.0,0,83.07,0,0.7372369,0,0.51621866,0,,5.9,0,29.670023,-95.05994,91.7
2022-07-15 05:30:17,2022-07-15,2022-07-15 05:30:17,1006.62,0,26.62,0,23.45,0,0.9,0,234.0,0,82.71,0,0.72811514,0,0.5290069,0,,5.8,0,29.670027,-95.05993,97.5
2022-07-15 05:30:18,2022-07-15,2022-07-15 05:30:18,1005.98,0,26.59,0,23.41,0,1.0,0,233.0,0,82.7,0,0.7986354,0,0.60181516,0,,5.7,0,29.670033,-95.05992,103.2
2022-07-15 05:30:19,2022-07-15,2022-07-15 05:30:19,1005.36,0,26.52,0,23.38,0,1.1,0,232.0,0,82.84,0,0.8668118,0,0.6772277,0,,5.5,0,29.670038,-95.05991,108.7
2022-07-15 05:30:20,2022-07-15,2022-07-15 05:30:20,1004.75,0,26.47,0,23.24,0,1.1,0,230.0,0,82.44,0,0.842649,0,0.70706624,0,,5.4,0,29.670044,-95.059906,114.1
2022-07-15 05:30:21,2022-07-15,2022-07-15 05:30:21,1004.15,0,26.52,0,23.1,0,1.2,0,229.0,0,81.46,0,0.90565157,0,0.78727084,0,,5.3,0,29.670052,-95.0599,119.3
2022-07-15 05:30:22,2022-07-15,2022-07-15 05:30:22,1003.56,0,26.57,0,23.03,0,1.3,0,227.0,0,80.89,0,0.95075977,0,0.8865979,0,,5.2,0,29.67006,-95.05989,124.5
2022-07-15 05:30:23,2022-07-15,2022-07-15 05:30:23,1002.97,0,26.54,0,23.01,0,1.3,0,225.0,0,80.94,0,0.91923875,0,0.91923887,0,,5.2,0,29.670067,-95.05988,129.7
2022-07-15 05:30:24,2022-07-15,2022-07-15 05:30:24,1002.39,0,26.46,0,22.97,0,1.4,0,224.0,0,81.11,0,0.9725217,0,1.0070757,0,,5.2,0,29.670076,-95.059875,134.9
2022-07-15 05:30:25,2022-07-15,2022-07-15 05:30:25,1001.79,0,26.42,0,22.96,0,1.4,0,222.0,0,81.25,0,0.93678284,0,1.0404028,0,,5.2,0,29.670086,-95.05987,140.2
2022-07-15 05:30:26,2022-07-15,2022-07-15 05:30:26,1001.2,0,26.38,0,22.95,0,1.5,0,220.0,0,81.37,0,0.96418136,0,1.1490667,0,,5.3,0,29.670095,-95.05986,145.5
2022-07-15 05:30:27,2022-07-15,2022-07-15 05:30:27,1000.59,0,26.32,0,22.91,0,1.5,0,218.0,0,81.47,0,0.9234921,0,1.1820163,0,,5.4,0,29.670105,-95.05985,150.8
2022-07-15 05:30:28,2022-07-15,2022-07-15 05:30:28,999.97,0,26.27,0,22.91,0,1.6,0,216.0,0,81.75,0,0.9404563,0,1.2944274,0,,5.5,0,29.670116,-95.059845,156.4
2022-07-15 05:30:29,2022-07-15,2022-07-15 05:30:29,999.33,0,26.21,0,22.96,0,1.6,0,213.0,0,82.27,0,0.87142235,0,1.341873,0,,5.6,0,29.670128,-95.05984,162.0
2022-07-15 05:30:30,2022-07-15,2022-07-15 05:30:30,998.69,0,26.17,0,23.02,0,1.7,0,211.0,0,82.76,0,0.8755646,0,1.4571846,0,,5.7,0,29.670141,-95.05983,167.7
2022-07-15 05:30:31,2022-07-15,2022-07-15 05:30:31,998.04,0,26.14,0,23.04,0,1.7,0,208.0,0,83.01,0,0.7981016,0,1.501011,0,,5.7,0,29.670155,-95.05982,173.4
2022-07-15 05:30:32,2022-07-15,2022-07-15 05:30:32,997.4,0,26.1,0,22.99,0,1.8,0,206.0,0,82.98,0,0.78906786,0,1.6178293,0,,5.7,0,29.670168,-95.059814,179.1
2022-07-15 05:30:33,2022-07-15,2022-07-15 05:30:33,996.77,0,26.05,0,22.95,0,1.8,0,203.0,0,82.98,0,0.703316,0,1.6569088,0,,5.6,0,29.670183,-95.05981,184.7
2022-07-15 05:30:34,2022-07-15,2022-07-15 05:30:34,996.14,0,26.01,0,22.92,0,1.9,0,201.0,0,83.09,0,0.68089896,0,1.7738029,0,,5.5,0,29.670198,-95.0598,190.3
2022-07-15 05:30:35,2022-07-15,2022-07-15 05:30:35,995.53,0,25.96,0,22.92,0,1.9,0,199.0,0,83.31,0,0.61857927,0,1.7964853,0,,5.4,0,29.670214,-95.05979,195.7
